WORD,SWUM_TAG,POSSE_TAG,STANFORD_TAG,POSITION,MAXPOSITION,NORMALIZED_POSITION,CONTEXT,CORRECT_TAG
user,NM,N,N,0,3,0,2,NM
hook,NM,N,N,1,3,1,2,N
3,N,N,D,2,3,2,2,D
uuid,N,N,N,0,1,0,2,N
val,NM,N,N,0,2,0,2,N
32,N,NM,D,1,2,2,2,D
validator,NM,N,N,0,2,0,2,NM
Strategies,N,N,NPL,1,2,2,2,NPL
value,NM,N,N,0,2,0,2,NM
Hash,N,N,N,1,2,2,2,N
variables,N,N,NPL,0,1,0,2,NPL
verification,NM,N,N,0,2,0,2,NM
Strategy,N,N,N,1,2,2,2,N
video,NM,N,N,0,3,0,2,NM
chunk,NM,N,N,1,3,1,2,NM
cb,N,N,N,2,3,2,2,N
w,NM,N,N,0,2,0,2,NM
Width,N,N,N,1,2,2,2,N
weak,NM,NM,NM,0,3,0,2,NM
Ref,NM,N,N,1,3,1,2,NM
Lost,N,N,N,2,3,2,2,N
weights,NM,N,NPL,0,2,0,2,NM
Multipliers,N,N,NPL,1,2,2,2,NPL
whole,NM,NM,NM,0,2,0,2,NM
regexp,N,N,N,1,2,2,2,N
X,NM,NM,N,0,4,0,2,NM
dnd,NM,N,N,1,4,1,2,NM
Type,NM,N,N,2,4,1,2,NM
List,N,N,N,3,4,2,2,N
x,NM,NM,N,0,2,0,2,NM
origin,N,N,N,1,2,2,2,N
X,NM,NM,N,0,2,0,2,NM
scale,N,N,N,1,2,2,2,N
Bottom,N,N,N,1,2,2,2,N
z,NM,N,N,0,2,0,2,NM
weight,N,N,N,1,2,2,2,N
zero,PR,NM,D,0,3,0,2,NM
plane,NM,NM,N,1,3,1,2,NM
res,N,N,NPL,2,3,2,2,N
