TYPE,IDENTIFIER,GRAMMAR_PATTERN,WORD,POSITION,NORMALIZED_POSITION,CONTEXT,CORRECT_TAG,SYSTEM,IDENTIFIER_CODE
MapWriter,asMap,P N,Map,1,2,4,N,drill.git/exec/vector/src/main/codegen/templates/UnionWriter.java,146
MapWriter,asMap,P N,as,0,0,4,P,drill.git/exec/vector/src/main/codegen/templates/UnionWriter.java,146
boolean,afterFirstBatch,P NM N,Batch,2,2,1,N,drill.git/exec/jdbc/src/main/java/org/apache/drill/jdbc/impl/DrillCursor.java,147
boolean,afterFirstBatch,P NM N,First,1,1,1,NM,drill.git/exec/jdbc/src/main/java/org/apache/drill/jdbc/impl/DrillCursor.java,147
boolean,afterFirstBatch,P NM N,after,0,0,1,P,drill.git/exec/jdbc/src/main/java/org/apache/drill/jdbc/impl/DrillCursor.java,147
boolean,afterLastRow,P NM N,Row,2,2,1,N,drill.git/exec/jdbc/src/main/java/org/apache/drill/jdbc/impl/DrillCursor.java,148
boolean,afterLastRow,P NM N,Last,1,1,1,NM,drill.git/exec/jdbc/src/main/java/org/apache/drill/jdbc/impl/DrillCursor.java,148
boolean,afterLastRow,P NM N,after,0,0,1,P,drill.git/exec/jdbc/src/main/java/org/apache/drill/jdbc/impl/DrillCursor.java,148
JBlock,ifNoVal,CJ DT N,if,0,0,3,CJ,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/expr/EvaluationVisitor.java,149
JBlock,ifNoVal,CJ DT N,No,1,1,3,DT,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/expr/EvaluationVisitor.java,149
JBlock,ifNoVal,CJ DT N,Val,2,2,3,N,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/expr/EvaluationVisitor.java,149
JBlock,ifFound,CJ V,if,0,0,3,CJ,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/expr/EvaluationVisitor.java,150
JBlock,ifFound,CJ V,Found,1,2,3,V,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/expr/EvaluationVisitor.java,150
long,before,P,before,0,0,3,P,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/aggregate/HashAggTemplate.java,151
long,after,P,after,0,0,3,P,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/aggregate/HashAggTemplate.java,152
ByteBuf,asReadOnly,P NM VM,Read,1,1,4,NM,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/record/DeadBuf.java,153
ByteBuf,asReadOnly,P NM VM,as,0,0,4,P,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/record/DeadBuf.java,153
ByteBuf,asReadOnly,P NM VM,Only,2,2,4,VM,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/record/DeadBuf.java,153
int,forEachByte,P DT N,Each,1,1,4,DT,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/record/DeadBuf.java,154
int,forEachByte,P DT N,Byte,2,2,4,N,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/record/DeadBuf.java,154
int,forEachByte,P DT N,for,0,0,4,P,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/record/DeadBuf.java,154
int,forEachByteDesc,P DT NM N,Each,1,1,4,DT,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/record/DeadBuf.java,155
int,forEachByteDesc,P DT NM N,Desc,3,2,4,N,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/record/DeadBuf.java,155
int,forEachByteDesc,P DT NM N,Byte,2,1,4,NM,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/record/DeadBuf.java,155
int,forEachByteDesc,P DT NM N,for,0,0,4,P,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/record/DeadBuf.java,155
boolean,beforeFirst,P NM,First,1,2,1,NM,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/store/sys/MemoryIterator.java,156
boolean,beforeFirst,P NM,before,0,0,1,P,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/store/sys/MemoryIterator.java,156
JLabel,getLookandfeelLabel,V NM CJ NM N,and,2,1,4,CJ,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,157
JLabel,getLookandfeelLabel,V NM CJ NM N,Label,4,2,4,N,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,157
JLabel,getLookandfeelLabel,V NM CJ NM N,Look,1,1,4,NM,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,157
JLabel,getLookandfeelLabel,V NM CJ NM N,feel,3,1,4,NM,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,157
JLabel,getLookandfeelLabel,V NM CJ NM N,get,0,0,4,V,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,157
JLabel,_lookandfeelLabel,NM CJ NM N,and,1,1,1,CJ,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,158
JLabel,_lookandfeelLabel,NM CJ NM N,Label,3,2,1,N,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,158
JLabel,_lookandfeelLabel,NM CJ NM N,look,0,0,1,NM,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,158
JLabel,_lookandfeelLabel,NM CJ NM N,feel,2,1,1,NM,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,158
JComboBox,_lookandfeel,NM CJ NM,and,1,1,1,CJ,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,159
JComboBox,_lookandfeel,NM CJ NM,look,0,0,1,NM,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,159
JComboBox,_lookandfeel,NM CJ NM,feel,2,2,1,NM,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,159
NativeLong,til_or_since,P CJ P,or,1,1,1,CJ,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/sparkimpl/plugin/idle/linux/LinuxIdleTime.java,160
NativeLong,til_or_since,P CJ P,til,0,0,1,P,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/sparkimpl/plugin/idle/linux/LinuxIdleTime.java,160
NativeLong,til_or_since,P CJ P,since,2,2,1,P,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/sparkimpl/plugin/idle/linux/LinuxIdleTime.java,160
String,showStringforAdd,V N P V,String,1,1,3,N,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/sparkimpl/plugin/privacy/ui/PrivacyListTree.java,161
String,showStringforAdd,V N P V,for,2,1,3,P,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/sparkimpl/plugin/privacy/ui/PrivacyListTree.java,161
String,showStringforAdd,V N P V,show,0,0,3,V,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/sparkimpl/plugin/privacy/ui/PrivacyListTree.java,161
String,showStringforAdd,V N P V,Add,3,2,3,V,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/sparkimpl/plugin/privacy/ui/PrivacyListTree.java,161
JPanel,treeandInfo,N CJ N,and,1,1,1,CJ,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/sparkimpl/plugin/privacy/ui/PrivacyListTree.java,162
JPanel,treeandInfo,N CJ N,tree,0,0,1,N,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/sparkimpl/plugin/privacy/ui/PrivacyListTree.java,162
JPanel,treeandInfo,N CJ N,Info,2,2,1,N,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/sparkimpl/plugin/privacy/ui/PrivacyListTree.java,162
int,onlyuser,VM N,user,1,2,1,N,cloned_repositories/toggldesktop.git/third_party/openssl/include/openssl/x509v3.h,163
int,onlyuser,VM N,only,0,0,1,VM,cloned_repositories/toggldesktop.git/third_party/openssl/include/openssl/x509v3.h,163
string,m_what,PRE DT,what,1,2,1,DT,cloned_repositories/toggldesktop.git/third_party/plcrashreporter/Dependencies/Catch/catch.hpp,164
string,m_what,PRE DT,m,0,0,1,PRE,cloned_repositories/toggldesktop.git/third_party/plcrashreporter/Dependencies/Catch/catch.hpp,164
bool,is_even,V NM,even,1,2,5,NM,cloned_repositories/toggldesktop.git/third_party/poco/Foundation/src/bignum-dtoa.cc,165
bool,is_even,V NM,is,0,0,5,V,cloned_repositories/toggldesktop.git/third_party/poco/Foundation/src/bignum-dtoa.cc,165
uint64_t,significand,N,significand,0,0,1,N,cloned_repositories/toggldesktop.git/third_party/poco/Foundation/src/cached-powers.cc,166
size_t,wherelen,NM N,len,1,2,5,N,cloned_repositories/toggldesktop.git/third_party/poco/openssl/build/include/openssl/bio.h,167
size_t,wherelen,NM N,where,0,0,5,NM,cloned_repositories/toggldesktop.git/third_party/poco/openssl/build/include/openssl/bio.h,167
int,waiting_for_dht_connection,V P NM N,connection,3,2,3,N,cloned_repositories/toxcore.git/other/bootstrap_daemon/src/tox-bootstrapd.c,168
int,waiting_for_dht_connection,V P NM N,dht,2,1,3,NM,cloned_repositories/toxcore.git/other/bootstrap_daemon/src/tox-bootstrapd.c,168
int,waiting_for_dht_connection,V P NM N,for,1,1,3,P,cloned_repositories/toxcore.git/other/bootstrap_daemon/src/tox-bootstrapd.c,168
int,waiting_for_dht_connection,V P NM N,waiting,0,0,3,V,cloned_repositories/toxcore.git/other/bootstrap_daemon/src/tox-bootstrapd.c,168
uint8_t,num_as_nonce,N P N,num,0,0,3,N,cloned_repositories/toxcore.git/toxcore/crypto_core.c,169
uint8_t,num_as_nonce,N P N,nonce,2,2,3,N,cloned_repositories/toxcore.git/toxcore/crypto_core.c,169
uint8_t,num_as_nonce,N P N,as,1,1,3,P,cloned_repositories/toxcore.git/toxcore/crypto_core.c,169
uint64_t,badonly,NM VM,bad,0,0,3,NM,cloned_repositories/toxcore.git/toxcore/DHT.c,170
uint64_t,badonly,NM VM,only,1,2,3,VM,cloned_repositories/toxcore.git/toxcore/DHT.c,170
int,ipv6only,N VM,ipv6,0,0,3,N,cloned_repositories/toxcore.git/toxcore/network.c,171
int,ipv6only,N VM,only,1,2,3,VM,cloned_repositories/toxcore.git/toxcore/network.c,171
timeval,tv_now,NM N VM,v,1,1,3,N,cloned_repositories/weechat.git/src/core/hook/wee-hook-timer.c,172
timeval,tv_now,NM N VM,t,0,0,3,NM,cloned_repositories/weechat.git/src/core/hook/wee-hook-timer.c,172
timeval,tv_now,NM N VM,now,2,2,3,VM,cloned_repositories/weechat.git/src/core/hook/wee-hook-timer.c,172
char,where,VM,where,0,0,5,VM,cloned_repositories/weechat.git/src/core/wee-list.h,173
int,length_screen_before_cursor,N NM P N,length,0,0,3,N,cloned_repositories/weechat.git/src/gui/curses/gui-curses-bar-window.c,174
int,length_screen_before_cursor,N NM P N,cursor,3,2,3,N,cloned_repositories/weechat.git/src/gui/curses/gui-curses-bar-window.c,174
int,length_screen_before_cursor,N NM P N,screen,1,1,3,NM,cloned_repositories/weechat.git/src/gui/curses/gui-curses-bar-window.c,174
int,length_screen_before_cursor,N NM P N,before,2,1,3,P,cloned_repositories/weechat.git/src/gui/curses/gui-curses-bar-window.c,174
int,length_screen_after_cursor,N NM P N,length,0,0,3,N,cloned_repositories/weechat.git/src/gui/curses/gui-curses-bar-window.c,175
int,length_screen_after_cursor,N NM P N,cursor,3,2,3,N,cloned_repositories/weechat.git/src/gui/curses/gui-curses-bar-window.c,175
int,length_screen_after_cursor,N NM P N,screen,1,1,3,NM,cloned_repositories/weechat.git/src/gui/curses/gui-curses-bar-window.c,175
int,length_screen_after_cursor,N NM P N,after,2,1,3,P,cloned_repositories/weechat.git/src/gui/curses/gui-curses-bar-window.c,175
t_gui_buffer*,gui_buffer_search_by_number_or_name,PRE PRE V P N CJ N,or,5,1,4,CJ,cloned_repositories/weechat.git/src/gui/gui-buffer.c,176
t_gui_buffer*,gui_buffer_search_by_number_or_name,PRE PRE V P N CJ N,number,4,1,4,N,cloned_repositories/weechat.git/src/gui/gui-buffer.c,176
t_gui_buffer*,gui_buffer_search_by_number_or_name,PRE PRE V P N CJ N,name,6,2,4,N,cloned_repositories/weechat.git/src/gui/gui-buffer.c,176
t_gui_buffer*,gui_buffer_search_by_number_or_name,PRE PRE V P N CJ N,by,3,1,4,P,cloned_repositories/weechat.git/src/gui/gui-buffer.c,176
t_gui_buffer*,gui_buffer_search_by_number_or_name,PRE PRE V P N CJ N,gui,0,0,4,PRE,cloned_repositories/weechat.git/src/gui/gui-buffer.c,176
t_gui_buffer*,gui_buffer_search_by_number_or_name,PRE PRE V P N CJ N,buffer,1,1,4,PRE,cloned_repositories/weechat.git/src/gui/gui-buffer.c,176
t_gui_buffer*,gui_buffer_search_by_number_or_name,PRE PRE V P N CJ N,search,2,1,4,V,cloned_repositories/weechat.git/src/gui/gui-buffer.c,176
char,plugin_name_for_upgrade,NM N P N,name,1,1,1,N,cloned_repositories/weechat.git/src/gui/gui-buffer.h,177
char,plugin_name_for_upgrade,NM N P N,upgrade,3,2,1,N,cloned_repositories/weechat.git/src/gui/gui-buffer.h,177
char,plugin_name_for_upgrade,NM N P N,plugin,0,0,1,NM,cloned_repositories/weechat.git/src/gui/gui-buffer.h,177
char,plugin_name_for_upgrade,NM N P N,for,2,1,1,P,cloned_repositories/weechat.git/src/gui/gui-buffer.h,177
int,time_for_each_line,N P DT N,each,2,1,1,DT,cloned_repositories/weechat.git/src/gui/gui-buffer.h,178
int,time_for_each_line,N P DT N,time,0,0,1,N,cloned_repositories/weechat.git/src/gui/gui-buffer.h,178
int,time_for_each_line,N P DT N,line,3,2,1,N,cloned_repositories/weechat.git/src/gui/gui-buffer.h,178
int,time_for_each_line,N P DT N,for,1,1,1,P,cloned_repositories/weechat.git/src/gui/gui-buffer.h,178
void,gui_input_text_changed_modifier_and_signal,PRE PRE N V N CJ N,and,5,1,4,CJ,cloned_repositories/weechat.git/src/gui/gui-input.c,179
void,gui_input_text_changed_modifier_and_signal,PRE PRE N V N CJ N,text,2,1,4,N,cloned_repositories/weechat.git/src/gui/gui-input.c,179
void,gui_input_text_changed_modifier_and_signal,PRE PRE N V N CJ N,modifier,4,1,4,N,cloned_repositories/weechat.git/src/gui/gui-input.c,179
void,gui_input_text_changed_modifier_and_signal,PRE PRE N V N CJ N,signal,6,2,4,N,cloned_repositories/weechat.git/src/gui/gui-input.c,179
void,gui_input_text_changed_modifier_and_signal,PRE PRE N V N CJ N,gui,0,0,4,PRE,cloned_repositories/weechat.git/src/gui/gui-input.c,179
void,gui_input_text_changed_modifier_and_signal,PRE PRE N V N CJ N,input,1,1,4,PRE,cloned_repositories/weechat.git/src/gui/gui-input.c,179
void,gui_input_text_changed_modifier_and_signal,PRE PRE N V N CJ N,changed,3,1,4,V,cloned_repositories/weechat.git/src/gui/gui-input.c,179
time_t,time_now,N VM,time,0,0,3,N,cloned_repositories/weechat.git/src/plugins/irc/irc-command.c,180
time_t,time_now,N VM,now,1,2,3,VM,cloned_repositories/weechat.git/src/plugins/irc/irc-command.c,180
char*,irc_nick_get_color_for_nicklist,PRE PRE V N P NM N,color,3,1,4,N,cloned_repositories/weechat.git/src/plugins/irc/irc-nick.c,181
char*,irc_nick_get_color_for_nicklist,PRE PRE V N P NM N,list,6,2,4,N,cloned_repositories/weechat.git/src/plugins/irc/irc-nick.c,181
char*,irc_nick_get_color_for_nicklist,PRE PRE V N P NM N,nick,5,1,4,NM,cloned_repositories/weechat.git/src/plugins/irc/irc-nick.c,181
char*,irc_nick_get_color_for_nicklist,PRE PRE V N P NM N,for,4,1,4,P,cloned_repositories/weechat.git/src/plugins/irc/irc-nick.c,181
char*,irc_nick_get_color_for_nicklist,PRE PRE V N P NM N,irc,0,0,4,PRE,cloned_repositories/weechat.git/src/plugins/irc/irc-nick.c,181
char*,irc_nick_get_color_for_nicklist,PRE PRE V N P NM N,nick,1,1,4,PRE,cloned_repositories/weechat.git/src/plugins/irc/irc-nick.c,181
char*,irc_nick_get_color_for_nicklist,PRE PRE V N P NM N,get,2,1,4,V,cloned_repositories/weechat.git/src/plugins/irc/irc-nick.c,181
char*,irc_nick_color_for_msg,PRE PRE N P N,color,2,1,4,N,cloned_repositories/weechat.git/src/plugins/irc/irc-nick.c,182
char*,irc_nick_color_for_msg,PRE PRE N P N,msg,4,2,4,N,cloned_repositories/weechat.git/src/plugins/irc/irc-nick.c,182
char*,irc_nick_color_for_msg,PRE PRE N P N,for,3,1,4,P,cloned_repositories/weechat.git/src/plugins/irc/irc-nick.c,182
char*,irc_nick_color_for_msg,PRE PRE N P N,irc,0,0,4,PRE,cloned_repositories/weechat.git/src/plugins/irc/irc-nick.c,182
char*,irc_nick_color_for_msg,PRE PRE N P N,nick,1,1,4,PRE,cloned_repositories/weechat.git/src/plugins/irc/irc-nick.c,182
char,message_after_mod,N P N,message,0,0,1,N,cloned_repositories/weechat.git/src/plugins/irc/irc-server.h,183
char,message_after_mod,N P N,mod,2,2,1,N,cloned_repositories/weechat.git/src/plugins/irc/irc-server.h,183
char,message_after_mod,N P N,after,1,1,1,P,cloned_repositories/weechat.git/src/plugins/irc/irc-server.h,183
char,function_and_data_check_value,N CJ N NM N,and,1,1,3,CJ,cloned_repositories/weechat.git/src/plugins/plugin-script-api.c,184
char,function_and_data_check_value,N CJ N NM N,function,0,0,3,N,cloned_repositories/weechat.git/src/plugins/plugin-script-api.c,184
char,function_and_data_check_value,N CJ N NM N,data,2,1,3,N,cloned_repositories/weechat.git/src/plugins/plugin-script-api.c,184
char,function_and_data_check_value,N CJ N NM N,value,4,2,3,N,cloned_repositories/weechat.git/src/plugins/plugin-script-api.c,184
char,function_and_data_check_value,N CJ N NM N,check,3,1,3,NM,cloned_repositories/weechat.git/src/plugins/plugin-script-api.c,184
char,function_and_data_change,N CJ NM N,and,1,1,3,CJ,cloned_repositories/weechat.git/src/plugins/plugin-script-api.c,185
char,function_and_data_change,N CJ NM N,function,0,0,3,N,cloned_repositories/weechat.git/src/plugins/plugin-script-api.c,185
char,function_and_data_change,N CJ NM N,change,3,2,3,N,cloned_repositories/weechat.git/src/plugins/plugin-script-api.c,185
char,function_and_data_change,N CJ NM N,data,2,1,3,NM,cloned_repositories/weechat.git/src/plugins/plugin-script-api.c,185
char,c_where,PRE VM,c,0,0,3,PRE,cloned_repositories/weechat.git/src/plugins/ruby/weechat-ruby-api.c,186
char,c_where,PRE VM,where,1,2,3,VM,cloned_repositories/weechat.git/src/plugins/ruby/weechat-ruby-api.c,186
gboolean,header_only,N VM,header,0,0,5,N,cloned_repositories/wireshark.git/epan/dissectors/packet-dnp.c,187
gboolean,header_only,N VM,only,1,2,5,VM,cloned_repositories/wireshark.git/epan/dissectors/packet-dnp.c,187
int*,dissect_acdr_ip_or_other,V NM N CJ N,or,3,1,4,CJ,cloned_repositories/wireshark.git/epan/dissectors/packet-acdr.c,188
int*,dissect_acdr_ip_or_other,V NM N CJ N,ip,2,1,4,N,cloned_repositories/wireshark.git/epan/dissectors/packet-acdr.c,188
int*,dissect_acdr_ip_or_other,V NM N CJ N,other,4,2,4,N,cloned_repositories/wireshark.git/epan/dissectors/packet-acdr.c,188
int*,dissect_acdr_ip_or_other,V NM N CJ N,acdr,1,1,4,NM,cloned_repositories/wireshark.git/epan/dissectors/packet-acdr.c,188
int*,dissect_acdr_ip_or_other,V NM N CJ N,dissect,0,0,4,V,cloned_repositories/wireshark.git/epan/dissectors/packet-acdr.c,188
guint8,value_a_and_front_reserved,NM N CJ N V,and,2,1,3,CJ,cloned_repositories/wireshark.git/epan/dissectors/packet-kink.c,189
guint8,value_a_and_front_reserved,NM N CJ N V,a,1,1,3,N,cloned_repositories/wireshark.git/epan/dissectors/packet-kink.c,189
guint8,value_a_and_front_reserved,NM N CJ N V,front,3,1,3,N,cloned_repositories/wireshark.git/epan/dissectors/packet-kink.c,189
guint8,value_a_and_front_reserved,NM N CJ N V,value,0,0,3,NM,cloned_repositories/wireshark.git/epan/dissectors/packet-kink.c,189
guint8,value_a_and_front_reserved,NM N CJ N V,reserved,4,2,3,V,cloned_repositories/wireshark.git/epan/dissectors/packet-kink.c,189
gint,how,VM,how,0,0,5,VM,cloned_repositories/wireshark.git/plugins/epan/mate/mate_util.c,190
gboolean,after_release,P N,release,1,2,1,N,cloned_repositories/wireshark.git/plugins/epan/mate/mate.h,191
gboolean,after_release,P N,after,0,0,1,P,cloned_repositories/wireshark.git/plugins/epan/mate/mate.h,191
void*,plugin_if_mainwindow_update_toolbars,N CJ NM N V NPL,if,1,1,4,CJ,cloned_repositories/wireshark.git/ui/logray/logray_main_window.cpp,192
void*,plugin_if_mainwindow_update_toolbars,N CJ NM N V NPL,plugin,0,0,4,N,cloned_repositories/wireshark.git/ui/logray/logray_main_window.cpp,192
void*,plugin_if_mainwindow_update_toolbars,N CJ NM N V NPL,window,3,1,4,N,cloned_repositories/wireshark.git/ui/logray/logray_main_window.cpp,192
void*,plugin_if_mainwindow_update_toolbars,N CJ NM N V NPL,main,2,1,4,NM,cloned_repositories/wireshark.git/ui/logray/logray_main_window.cpp,192
void*,plugin_if_mainwindow_update_toolbars,N CJ NM N V NPL,toolbars,5,2,4,NPL,cloned_repositories/wireshark.git/ui/logray/logray_main_window.cpp,192
void*,plugin_if_mainwindow_update_toolbars,N CJ NM N V NPL,update,4,1,4,V,cloned_repositories/wireshark.git/ui/logray/logray_main_window.cpp,192
char,idb1_if_description,NM D CJ N,if,2,1,3,CJ,cloned_repositories/wireshark.git/wiretap/merge.c,193
char,idb1_if_description,NM D CJ N,1,1,1,3,D,cloned_repositories/wireshark.git/wiretap/merge.c,193
char,idb1_if_description,NM D CJ N,description,3,2,3,N,cloned_repositories/wireshark.git/wiretap/merge.c,193
char,idb1_if_description,NM D CJ N,idb,0,0,3,NM,cloned_repositories/wireshark.git/wiretap/merge.c,193
bool,only_amz,VM N,amz,1,2,5,N,s3fs-fuse.git/src/curl_util.cpp,194
bool,only_amz,VM N,only,0,0,5,VM,s3fs-fuse.git/src/curl_util.cpp,194
bool,run_once,V VM,run,0,0,3,V,s3fs-fuse.git/src/curl.cpp,195
bool,run_once,V VM,once,1,2,3,VM,s3fs-fuse.git/src/curl.cpp,195
double,dlnow,V VM,dl,0,0,5,V,s3fs-fuse.git/src/curl.cpp,196
double,dlnow,V VM,now,1,2,5,VM,s3fs-fuse.git/src/curl.cpp,196
double,ulnow,V VM,ul,0,0,5,V,s3fs-fuse.git/src/curl.cpp,197
double,ulnow,V VM,now,1,2,5,VM,s3fs-fuse.git/src/curl.cpp,197
bool,only_pool,VM N,pool,1,2,5,N,s3fs-fuse.git/src/curl.cpp,198
bool,only_pool,VM N,only,0,0,5,VM,s3fs-fuse.git/src/curl.cpp,198
time_t,now_time,VM N,time,1,2,3,N,s3fs-fuse.git/src/mpu_util.cpp,199
time_t,now_time,VM N,now,0,0,3,VM,s3fs-fuse.git/src/mpu_util.cpp,199
timespec,tsnow,NM N VM,s,1,1,3,N,s3fs-fuse.git/src/s3fs_logger.cpp,200
timespec,tsnow,NM N VM,t,0,0,3,NM,s3fs-fuse.git/src/s3fs_logger.cpp,200
timespec,tsnow,NM N VM,now,2,2,3,VM,s3fs-fuse.git/src/s3fs_logger.cpp,200
string,nowcache,VM V,cache,1,2,3,V,s3fs-fuse.git/src/s3fs.cpp,201
string,nowcache,VM V,now,0,0,3,VM,s3fs-fuse.git/src/s3fs.cpp,201
string,strnow,N VM,str,0,0,3,N,s3fs-fuse.git/src/s3fs.cpp,202
string,strnow,N VM,now,1,2,3,VM,s3fs-fuse.git/src/s3fs.cpp,202
string,nowpath,VM N,path,1,2,3,N,s3fs-fuse.git/src/s3fs.cpp,203
string,nowpath,VM N,now,0,0,3,VM,s3fs-fuse.git/src/s3fs.cpp,203
bool,check_content_only,V N VM,content,1,1,5,N,s3fs-fuse.git/src/s3fs.cpp,204
bool,check_content_only,V N VM,check,0,0,5,V,s3fs-fuse.git/src/s3fs.cpp,204
bool,check_content_only,V N VM,only,2,2,5,VM,s3fs-fuse.git/src/s3fs.cpp,204
Map,action To Index Map,N P NM N,action,0,0,1,N,{'gimp.srcml.xml_identifiers'},205
Map,action To Index Map,N P NM N,Map,3,2,1,N,{'gimp.srcml.xml_identifiers'},205
Map,action To Index Map,N P NM N,Index,2,1,1,NM,{'gimp.srcml.xml_identifiers'},205
Map,action To Index Map,N P NM N,To,1,1,1,P,{'gimp.srcml.xml_identifiers'},205
KToggleAction,action View Show Master Pages,NM N V NM NPL,View,1,1,1,N,{'elasticsearch.srcml.xml_identifiers'},206
KToggleAction,action View Show Master Pages,NM N V NM NPL,action,0,0,1,NM,{'elasticsearch.srcml.xml_identifiers'},206
KToggleAction,action View Show Master Pages,NM N V NM NPL,Master,3,1,1,NM,{'elasticsearch.srcml.xml_identifiers'},206
KToggleAction,action View Show Master Pages,NM N V NM NPL,Pages,4,2,1,NPL,{'elasticsearch.srcml.xml_identifiers'},206
KToggleAction,action View Show Master Pages,NM N V NM NPL,Show,2,1,1,V,{'elasticsearch.srcml.xml_identifiers'},206
AtomicInteger,active Copies,NM NPL,active,0,0,1,NM,{'gimp.srcml.xml_identifiers'},207
AtomicInteger,active Copies,NM NPL,Copies,1,2,1,NPL,{'gimp.srcml.xml_identifiers'},207
int,actual Count,NM N,Count,1,2,1,N,{'okhttp.srcml.xml_identifiers'},208
int,actual Count,NM N,actual,0,0,1,NM,{'okhttp.srcml.xml_identifiers'},208
boolean,add Bias To Embedding,V N P N,Bias,1,1,1,N,{'gimp.srcml.xml_identifiers'},209
boolean,add Bias To Embedding,V N P N,Embedding,3,2,1,N,{'gimp.srcml.xml_identifiers'},209
boolean,add Bias To Embedding,V N P N,To,2,1,1,P,{'gimp.srcml.xml_identifiers'},209
boolean,add Bias To Embedding,V N P N,add,0,0,1,V,{'gimp.srcml.xml_identifiers'},209
Guid,Added Unicode Smp,NM NM N,Smp,2,2,1,N,{'corenlp.srcml.xml_identifiers'},210
Guid,Added Unicode Smp,NM NM N,Added,0,0,1,NM,{'corenlp.srcml.xml_identifiers'},210
Guid,Added Unicode Smp,NM NM N,Unicode,1,1,1,NM,{'corenlp.srcml.xml_identifiers'},210
int,ADDRESS TYPE IPV4,NM NM N,IPV4,2,2,1,N,{'grpc.srcml.xml_identifiers'},211
int,ADDRESS TYPE IPV4,NM NM N,ADDRESS,0,0,1,NM,{'grpc.srcml.xml_identifiers'},211
int,ADDRESS TYPE IPV4,NM NM N,TYPE,1,1,1,NM,{'grpc.srcml.xml_identifiers'},211
Collection,all Stubbings,DT NPL,all,0,0,1,DT,{'grpc.srcml.xml_identifiers'},212
Collection,all Stubbings,DT NPL,Stubbings,1,2,1,NPL,{'grpc.srcml.xml_identifiers'},212
Map,alt Label Ctxs,NM NM NPL,alt,0,0,1,NM,{'elasticsearch.srcml.xml_identifiers'},213
Map,alt Label Ctxs,NM NM NPL,Label,1,1,1,NM,{'elasticsearch.srcml.xml_identifiers'},213
Map,alt Label Ctxs,NM NM NPL,Ctxs,2,2,1,NPL,{'elasticsearch.srcml.xml_identifiers'},213
ofFloatColor,ambient,N,ambient,0,0,1,N,{'grpc.srcml.xml_identifiers'},214
int,ATOM,N,ATOM,0,0,1,N,{'opencv.srcml.xml_identifiers'},215
OrderedHashSet,attribute Decls,NM NPL,attribute,0,0,1,NM,{'calligra.srcml.xml_identifiers'},216
OrderedHashSet,attribute Decls,NM NPL,Decls,1,2,1,NPL,{'calligra.srcml.xml_identifiers'},216
