SPLIT_IDENTIFIER,WORD,NORMALIZED_POSITION,MAXPOSITION,CONTEXT_NUMBER,POSITION,LANGUAGE,LAST_LETTER,NLTK_POS,VERB_SCORE,DET_SCORE,PREP_SCORE,CONJ_SCORE,PREPOSITION,DETERMINER,ENGLISHV_SCORE,CONTAINSLISTVERB,ENGLISHN_SCORE,METHODN_SCORE,METHODV_SCORE,CODEPRE_SCORE,METHODPRE_SCORE,ENGLISHPRE_SCORE,CONTAINSDIGIT,CONTAINSCLOSEDSET,SECOND_LAST_LETTER,FLAIR_POS
Write Context,write,0,2,2,0,2,101,8,0.6900298595428467,0.5288181304931641,0.5041552782058716,0.5288181304931641,0,0,0.3650168180465698,1,0.2636532783508301,-0.1830156296491623,-0.1835553050041198,0.0364378541707992,0.013151473365724,0.0463712103664875,False,False,116,VB NNP
Project Controller Private,controller,1,3,2,1,2,114,8,0.5165266394615173,0.4294626116752624,0.4741607010364532,0.4294626116752624,0,0,0.3406676948070526,0,0.2579008638858795,0.2854267358779907,0.2125148326158523,0.1394897103309631,0.0854771807789802,-0.1019042134284973,False,False,101,NN NN JJ
built Url,url,2,2,5,1,2,108,8,0.3431369066238403,0.2891165614128113,0.28118497133255,0.2891165614128113,0,0,0.2410881519317627,0,0.270859807729721,0.1424636989831924,0.0618488863110542,0.1668314933776855,0.1450829356908798,0.1606909781694412,False,False,114,VBN NNP
get Initial Window Size,initial,1,4,4,1,2,108,4,0.5723339319229126,0.4833120703697204,0.5558914542198181,0.4833120703697204,0,0,0.3064459860324859,0,0.287749320268631,0.1511469632387161,0.1334775984287262,0.0450008027255535,0.1327078193426132,-0.0712017863988876,False,False,97,VB JJ NN NN
use mat dirs,mat,1,3,3,1,2,116,8,0.4928688704967499,0.3658303320407867,0.4538233578205108,0.3658303320407867,0,0,0.2694877982139587,0,0.2152626514434814,0.5650447010993958,0.3736032247543335,0.1926995664834976,0.1057064309716224,0.0502636469900608,False,False,97,VBP NN NNS
method Handles,method,0,2,3,0,3,100,8,0.5105075836181641,0.4649900794029236,0.423660933971405,0.4649900794029236,0,0,0.3306190967559814,0,0.291101336479187,-0.1953583359718322,-0.1914073675870895,0.2059576958417892,0.3137603402137756,-0.0542038679122924,False,False,111,NN VBZ
presentation Start From First,first,2,4,4,3,0,116,11,0.6004973649978638,0.6105815172195435,0.6247596144676208,0.6105815172195435,0,0,0.2840779423713684,0,0.2642292976379394,-0.1468048393726349,-0.1073745563626289,0.2181735783815384,0.1202378422021865,-0.1796190440654754,False,False,115,NN VB IN RB
z weight,z,0,2,1,0,0,122,8,-0.113510750234127,-0.0708097070455551,-0.1144649237394332,-0.0708097070455551,0,0,0.0724688991904258,0,0.066432237625122,0.0512704364955425,0.0691975504159927,0.2999376356601715,0.3413757681846618,0.8706725835800171,False,False,122,NN NN
Mention Detection Evaluator,mention,0,3,2,0,3,110,8,0.6218913197517395,0.5775739550590515,0.495804876089096,0.5775739550590515,0,0,0.2764237225055694,1,0.2663726508617401,0.5749794244766235,0.365425169467926,-0.1851263046264648,0.0573265887796878,-0.077690914273262,False,False,111,NN NN NN
num Active Contexts,num,0,3,5,0,2,109,8,0.2676824927330017,0.1616314202547073,0.2057850360870361,0.1616314202547073,0,0,0.3175447285175323,0,0.3349138498306274,0.2214581668376922,0.1403419375419616,0.2750323414802551,0.1660097986459732,0.3786673545837402,False,False,117,UH JJ NNS
with Path And Type,path,1,4,4,1,3,104,8,0.5592478513717651,0.477358877658844,0.5562704801559448,0.477358877658844,0,0,0.3192495703697204,0,0.2718264460563659,0.0087698046118021,0.0640179887413978,0.2669093906879425,0.0704141184687614,-0.0580124035477638,False,False,116,IN NNP CC NNP
next In Bucket,bucket,2,3,4,2,3,116,8,0.4917550981044769,0.3466652929782867,0.4397900402545929,0.3466652929782867,0,0,0.3173527419567108,0,0.3032252788543701,0.3120275139808655,0.1580377966165542,0.0429941229522228,0.0274304635822772,0.0531570985913276,False,False,101,RB IN NNP
Left Recursive Rule Function,function,2,4,2,3,3,110,8,0.6157093644142151,0.5029754638671875,0.5006054639816284,0.5029754638671875,0,0,0.3626261949539184,1,0.3536309599876404,-0.0738574564456939,-0.0429766252636909,0.072879709303379,0.096859373152256,0.0069120498374104,False,False,111,VBN JJ NN NN
Ko Main Window Private,window,1,4,2,2,2,119,8,0.5263969302177429,0.4116299152374267,0.512805700302124,0.4116299152374267,0,0,0.2599678635597229,0,0.1868410855531692,0.1964140385389328,0.2150679528713226,0.182635024189949,0.0942744836211204,-0.0659147277474403,False,False,111,NNP NNP NN JJ
V URL Encode,v,0,3,4,0,2,118,8,-0.0641946718096733,-0.0381590351462364,-0.0712403580546379,-0.0381590351462364,0,0,0.0739868730306625,0,0.1037045195698738,0.0358655974268913,-0.0198055896908044,0.3635188341140747,0.3769127130508423,0.8287001848220825,False,False,118,NN NNP NN
fprint all protocols for layer types,protocols,1,6,4,2,0,115,9,0.4275791049003601,0.3918495774269104,0.4004919528961181,0.3918495774269104,0,0,0.2141490131616592,0,0.1895772814750671,0.3959637284278869,0.2723675966262817,0.085700049996376,0.1577828675508499,-0.1099550873041153,False,False,108,NNP DT NNS IN NN NNS
is dir 2,2,2,3,5,2,0,50,1,-0.1000680476427078,-0.065717838704586,-0.0502451173961162,-0.065717838704586,0,0,0.0298111774027347,0,0.01115183532238,0.0,0.0,0.2682086825370788,0.0,0.7800083756446838,True,False,50,VBZ NN CD
all synced,all,0,2,4,0,0,108,2,0.7029333710670471,0.7388486266136169,0.7385222911834717,0.7388486266136169,0,1,0.234033852815628,0,0.1890775561332702,0.0024879137054085,-0.0115211270749568,0.2071326524019241,-0.0043355994857847,-0.1067553982138633,False,False,108,DT VBN
nd Formula,formula,2,2,3,1,2,97,8,0.4770576357841491,0.428236573934555,0.423940896987915,0.428236573934555,0,0,0.3039290606975555,0,0.3252943754196167,0.3000003695487976,0.2661812901496887,0.102725014090538,0.1421247124671936,-0.0203886535018682,False,False,108,`` NNP
set Destructor Callback,destructor,1,3,4,1,0,114,8,0.3989189863204956,0.3115256428718567,0.3431556522846222,0.3115256428718567,0,0,0.3092419505119324,0,0.3097029626369476,0.3432868719100952,0.2473208159208297,-0.1216305941343307,0.0171850863844156,-0.0211990568786859,False,False,111,NN NNP NNP
IMPLICIT GROUP KEY,group,1,3,3,1,3,112,8,0.512140154838562,0.4869163632392883,0.519285261631012,0.4869163632392883,0,0,0.3052020072937011,0,0.3187244832515716,0.023788945749402,0.0155204720795154,0.2343367338180542,0.1426610052585601,-0.101448580622673,False,False,117,JJ NN NNP
proof profile,profile,2,2,1,1,3,101,8,0.5607240200042725,0.4367311894893646,0.4942205250263214,0.4367311894893646,0,0,0.2662997245788574,0,0.25171759724617,0.0472850762307643,0.1179181635379791,-0.0018822820857167,-0.0610289201140403,-0.0553298369050025,False,False,108,JJ NN
Default Mocking Details,default,0,3,2,0,3,116,8,0.5234344005584717,0.4534406661987304,0.4827598035335541,0.4534406661987304,0,0,0.3026679754257202,0,0.2745136618614197,0.1267238557338714,0.1411328613758087,0.3413805365562439,0.1115670204162597,-0.0308864582329988,False,False,108,NNP NNP NNS
C Archive Loader TAR,archive,1,4,2,1,2,101,4,0.5053133368492126,0.4125170409679413,0.4683029651641845,0.4125170409679413,0,0,0.2065875083208084,0,0.1938813179731369,-0.0374547690153121,-0.0261649005115032,0.0750746205449104,-0.0186577104032039,-0.0633066520094871,False,False,118,NN NN NN NN
k Diy Significand Size,diy,1,4,1,1,2,121,8,0.1280972808599472,0.0675949528813362,0.0592970885336399,0.0675949528813362,0,0,0.1609049141407013,0,0.1899281293153762,0.0,0.0,-0.2526325583457947,0.0,0.3316913843154907,False,False,105,NN NNP NNP NNP
before,before,0,1,3,0,3,101,3,0.5833327174186707,0.7417923808097839,0.7236166000366211,0.7417923808097839,1,0,0.2408429533243179,0,0.1996390968561172,-0.0852027609944343,-0.0725335106253624,-0.0936807543039321,0.0192140359431505,-0.1381921619176864,False,True,114,RB
process Helper,helper,2,2,4,1,2,114,8,0.4627844989299774,0.3940687477588653,0.3996187746524811,0.3940687477588653,0,0,0.3346321582794189,0,0.3164940178394317,0.0997429266571998,0.1638033837080001,0.2405295372009277,0.057153396308422,-0.034724973142147,False,False,101,NN NN
to Field List,to,0,3,4,0,3,111,13,0.7179856896400452,0.608247697353363,0.7304670810699463,0.608247697353363,1,0,0.2719946205615997,0,0.1864666491746902,0.0445503666996955,0.0361546128988266,0.2124986797571182,0.0713766515254974,-0.0714837536215782,False,False,116,IN NN NN
Generic Emissive Closure,emissive,1,3,2,1,2,101,4,0.4638355374336242,0.3370926678180694,0.4095131456851959,0.3370926678180694,0,0,0.2499981969594955,0,0.208278551697731,0.2591413259506225,0.1637656539678573,-0.2030455321073532,0.0298515241593122,-0.0447793155908584,False,False,118,JJ NN NN
to Filter Conditions,conditions,2,3,4,2,3,115,9,0.5096755623817444,0.4767568409442901,0.490656316280365,0.4767568409442901,0,0,0.2573745250701904,0,0.2153464704751968,0.2496499270200729,0.1917444169521331,0.0144930453971028,-0.0347815342247486,-0.119582362473011,False,False,110,IN NN NNS
arg Mismatch Stubbings,mismatch,1,3,5,1,3,104,8,0.5085389018058777,0.4153164625167846,0.4392635226249695,0.4153164625167846,0,0,0.2603490650653839,0,0.2334051877260208,0.1330982148647308,0.1588209569454193,-0.193472146987915,0.065750703215599,-0.0431603603065013,False,False,99,VBP NNP NNP
setup Bounding Box Vertices,box,1,4,4,2,2,120,8,0.5291670560836792,0.4507611989974975,0.5324162840843201,0.4507611989974975,0,0,0.2447725385427475,0,0.2330768853425979,0.0778191238641738,0.0186070967465639,0.2894177734851837,0.2010630816221237,0.0163819510489702,False,False,111,VB NNP NNP NNS
last data purge,data,1,3,1,1,0,97,9,0.5200356841087341,0.4339498579502105,0.4586944878101349,0.4339498579502105,0,0,0.2915828824043274,0,0.2833558022975921,-0.0607527047395706,0.0304912701249122,0.1752039343118667,0.0927122384309768,-0.0659162998199462,False,False,116,JJ NN NN
Voronoi Fracture Demo,demo,2,3,2,2,2,111,8,0.4614548683166504,0.4017705917358398,0.4342876970767975,0.4017705917358398,0,0,0.2744413614273071,0,0.2461906671524047,0.1986583471298217,0.0512183830142021,0.0476260036230087,0.148024782538414,-0.0399360731244087,False,False,109,NNP NNP NNP
buf Num,buf,0,2,5,0,2,102,8,0.160795047879219,0.1362255215644836,0.1179897338151931,0.1362255215644836,0,0,0.2343290150165558,0,0.183801457285881,0.3445717096328735,0.2483998239040374,0.3781326711177826,0.015537560917437,0.4451688230037689,False,False,117,NNP NNP
secondary range,secondary,0,2,5,0,0,121,4,0.4857121109962463,0.4278494715690613,0.4906686842441559,0.4278494715690613,0,0,0.3185202479362488,0,0.2797504961490631,0.6743112802505493,0.3706033825874328,0.1351337730884552,0.1323036700487136,-0.120439201593399,False,False,114,JJ NN
Ko Section End Private,end,1,4,2,2,2,100,8,0.6807202696800232,0.5922160148620605,0.6723397970199585,0.5922160148620605,0,0,0.3218148350715637,1,0.2545244991779327,-0.1527875363826751,-0.0982786267995834,0.1605400145053863,0.0001690214703558,-0.0852138176560401,False,False,110,NNP NN NN JJ
param Def,def,2,2,3,1,0,102,8,0.3934098482131958,0.3066225051879883,0.297402024269104,0.3066225051879883,0,0,0.302200436592102,0,0.3253608047962188,0.1058924794197082,0.0948356539011001,0.2353059500455856,0.2153933644294738,0.13746178150177,False,False,101,NNP NNP
m for What,what,2,3,1,2,2,116,21,0.5491122603416443,0.7269567847251892,0.5920774340629578,0.7269567847251892,0,1,0.2565931379795074,0,0.2267722934484481,0.4071053266525268,0.1961105018854141,0.2812363803386688,0.1171967610716819,-0.0156619045883417,False,False,97,UH IN WP
wait for reload,wait,0,3,1,0,0,116,8,0.6436765789985657,0.5597558617591858,0.5134170055389404,0.5597558617591858,0,0,0.2621815204620361,1,0.1374226957559585,0.0772905275225639,0.0950934588909149,0.0882712453603744,0.1505188792943954,-0.0410789847373962,False,False,105,VB IN NN
num Vec Per Segment,segment,2,4,3,3,0,116,8,0.5033141374588013,0.4504249095916748,0.4845259189605713,0.4504249095916748,0,0,0.2777755856513977,0,0.2659673392772674,0.1865620762109756,0.162268728017807,0.2038485407829284,0.1413042843341827,-0.1263764202594757,False,False,110,UH NN IN NN
atn State,atn,0,2,3,0,1,110,8,-0.1616677790880203,-0.1503549963235855,-0.1374081820249557,-0.1503549963235855,0,0,0.0254725590348243,0,0.0622261054813861,0.0,0.0,-0.1901448369026184,0.0,0.5722344517707825,False,False,116,JJ NN
RETURNS SELF,self,2,2,1,1,0,102,8,0.5510831475257874,0.4614181518554687,0.4826534390449524,0.4614181518554687,0,0,0.3014145493507385,0,0.3202667832374573,0.0403608158230781,0.0378859937191009,0.2640178203582763,0.0683517456054687,-0.005805741995573,False,False,108,VBZ NN
force nd im 2 col,nd,1,5,1,1,2,100,8,0.1642887145280838,0.1908845007419586,0.1301777511835098,0.1908845007419586,0,0,0.1777451783418655,0,0.1605831980705261,0.6206188201904297,0.4338961541652679,0.1960828006267547,0.079475037753582,0.5740126967430115,True,False,110,NN UH UH CD NN
new Verification Mode,mode,2,3,5,2,3,101,8,0.5195194482803345,0.4694344997406006,0.4804401993751526,0.4694344997406006,0,0,0.3673350214958191,0,0.3134987354278564,0.0770457088947296,0.1309151947498321,0.1893390566110611,0.045187696814537,0.001188690890558,False,False,100,JJ NN NN
inner Angle,inner,0,2,5,0,2,114,8,0.4631836414337158,0.3440721929073334,0.4669684469699859,0.3440721929073334,0,0,0.2220384031534195,0,0.205467864871025,0.2156428843736648,0.1284368932247162,0.4223059713840484,0.1813615411520004,0.0061905337497591,False,False,101,JJ NNP
has View Relative Texture Coordinate Generation,texture,1,6,4,3,2,101,8,0.4581718444824219,0.365579605102539,0.3844517469406128,0.365579605102539,0,0,0.3346008360385895,0,0.2851461470127105,0.3911075592041015,0.3205946683883667,0.0226563215255737,0.1654091477394104,0.0205965619534254,False,False,114,VBZ NN NN NN VB NN
png do strip channel,strip,1,4,4,2,2,112,8,0.6001956462860107,0.4479787051677704,0.5393821597099304,0.4479787051677704,0,0,0.2828693985939026,1,0.2146390080451965,0.108437456190586,0.1154303550720214,0.0971472039818763,0.0231069345027208,-0.1008413657546043,False,False,105,NN VBP NN NN
get Default Atlasing Attributes,atlasing,1,4,4,2,3,103,16,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,110,VB NN VBG NNS
monitor everything by default,by,1,4,5,2,0,121,3,0.4768120348453522,0.55366450548172,0.7129414081573486,0.55366450548172,1,0,0.176923781633377,0,0.182235836982727,0.1572227329015731,0.2168506681919098,0.2895918786525726,0.0858607068657875,-0.0226938910782337,False,False,98,VB NN IN NN
default Role,role,2,2,5,1,3,101,8,0.5107666254043579,0.4808175265789032,0.4770210385322571,0.4808175265789032,0,0,0.2813467383384704,0,0.2644063532352447,0.4445250332355499,0.3534487187862396,0.0334102436900138,0.1330360770225525,-0.1271068900823593,False,False,108,NN NNP
rgb real,real,2,2,3,1,0,108,4,0.6302643418312073,0.5909863710403442,0.5988457798957825,0.5909863710403442,0,0,0.3406699299812317,0,0.2972973883152008,0.297228455543518,0.2724023759365082,0.1442263722419738,0.2058122009038925,-0.0771556794643402,False,False,97,NN JJ
Hash 64 Functions With Seed,functions,1,5,2,2,3,115,9,0.5417705774307251,0.4848817884922027,0.4893690943717956,0.4848817884922027,0,0,0.2738403975963592,0,0.2684515118598938,0.4133161306381225,0.3033961951732635,0.0705986991524696,0.145582765340805,-0.0923901498317718,True,False,110,NNP CD NNS IN NN
last Request Utilization Cache,cache,2,4,1,3,3,101,8,0.4104308485984802,0.2976074814796448,0.3196583688259125,0.2976074814796448,0,0,0.2686054408550262,0,0.2339536696672439,0.0726286992430687,0.0399841926991939,0.0923806279897689,0.1363957375288009,-0.0380035936832428,False,False,104,JJ NN NN NNP
is a ge zero and a lt b,b,2,8,4,7,2,98,8,-0.058224968612194,-0.0122177274897694,-0.0629339590668678,-0.0122177274897694,0,0,0.0387149825692176,0,0.0435940288007259,-0.0590223371982574,-0.0707175284624099,0.5271036624908447,0.5596060752868652,0.9001820683479309,False,False,98,VBZ DT NN CD CC DT NN NN
ccv nnc insert if prior to any,to,1,7,4,5,0,111,13,0.7179856896400452,0.608247697353363,0.7304670810699463,0.608247697353363,1,0,0.2719946205615997,0,0.1864666491746902,0.0445503666996955,0.0361546128988266,0.2124986797571182,0.0713766515254974,-0.0714837536215782,False,True,116,NNP NNP VBP IN RB IN DT
and Filter At Index,filter,1,4,4,1,3,114,8,0.5275529026985168,0.3640824258327484,0.3991744518280029,0.3640824258327484,0,0,0.2722660005092621,0,0.2515438199043274,-0.1413005143404007,-0.0045613460242748,0.1238285452127456,0.0215905625373125,-0.0310685280710458,False,False,101,CC NNP IN NNP
join Mj Id 2 Scan Mj Id,join,0,7,3,0,3,110,8,0.6470502614974976,0.4712695181369781,0.5436493158340454,0.4712695181369781,0,0,0.32513228058815,1,0.2480544745922088,-0.0369417667388916,-0.0024203546345233,-0.0331981368362903,0.0439900159835815,-0.0019614857155829,True,False,105,VB NNP NNP CD NN NNP NNP
last Pending Task Cache,cache,2,4,1,3,3,101,8,0.4104308485984802,0.2976074814796448,0.3196583688259125,0.2976074814796448,0,0,0.2686054408550262,0,0.2339536696672439,0.0726286992430687,0.0399841926991939,0.0923806279897689,0.1363957375288009,-0.0380035936832428,False,False,104,JJ NNP NNP NNP
next offset,offset,2,2,3,1,0,116,8,0.5798848867416382,0.4407728314399719,0.5119983553886414,0.4407728314399719,0,0,0.2467081844806671,0,0.1781658679246902,0.0329674035310745,0.0299890451133251,0.3166488707065582,0.0149656133726239,-0.0251510851085186,False,False,101,JJ NN
default mat x,default,0,3,5,0,2,116,8,0.5234344005584717,0.4534406661987304,0.4827598035335541,0.4534406661987304,0,0,0.3026679754257202,0,0.2745136618614197,0.1267238557338714,0.1411328613758087,0.3413805365562439,0.1115670204162597,-0.0308864582329988,False,False,108,NN NN VB
in Flow New M,flow,1,4,3,1,2,119,8,0.6196809411048889,0.4573796093463897,0.5447307825088501,0.4573796093463897,0,0,0.2868537306785583,1,0.2201831489801406,0.2464533299207687,0.1622968018054962,0.0884020775556564,0.0619647465646266,-0.0650037750601768,False,False,111,IN NNP NNP NN
I Read File,i,0,3,2,0,2,105,8,-0.0474253706634044,0.0242057759314775,-0.1154398471117019,0.0242057759314775,0,0,0.0718332603573799,0,0.0032766805961728,-0.0298964772373437,-0.0283039733767509,0.578053891658783,0.5427438020706177,0.8224219083786011,False,False,105,PRP VBP NN
copy primitives from,primitives,1,3,4,1,2,115,9,0.4119214415550232,0.4001517593860626,0.4138767421245575,0.4001517593860626,0,0,0.2697976529598236,0,0.1780180186033249,0.2963795065879822,0.1754227876663208,0.1015448719263076,0.098652608692646,-0.0912002101540565,False,True,101,NN NNS IN
BLOCK CONTACT 16 x 16,contact,1,5,1,1,3,116,8,0.6040530204772949,0.475442498922348,0.5404985547065735,0.475442498922348,0,0,0.2428061813116073,1,0.2130387127399444,0.4748912155628204,0.3800599575042724,0.0892764627933502,0.16160748898983,-0.0518520809710025,True,False,99,NN NN CD SYM CD
compare Fields By Name,name,2,4,3,3,3,101,8,0.5559632182121277,0.4896434247493744,0.5106737613677979,0.4896434247493744,0,0,0.3835809528827667,1,0.4334036707878113,0.0510286577045917,0.0233661886304616,0.2435706257820129,0.0650226175785064,-0.0016000749310478,False,False,109,VB NNS IN NNP
since,since,0,1,1,0,3,101,3,0.4930942952632904,0.7337326407432556,0.6353332996368408,0.7337326407432556,1,0,0.1872774809598922,0,0.1446524709463119,0.1371270716190338,0.1011445820331573,-0.0723312348127365,-0.0258926935493946,-0.075704887509346,False,True,99,IN
Ko Path Point Remove Command Private,path,1,6,2,1,2,104,8,0.5592478513717651,0.477358877658844,0.5562704801559448,0.477358877658844,0,0,0.3192495703697204,0,0.2718264460563659,0.0087698046118021,0.0640179887413978,0.2669093906879425,0.0704141184687614,-0.0580124035477638,False,False,116,NNP NNP NN VBP NN JJ
operator Method Decls,operator,0,3,5,0,2,114,8,0.4608820080757141,0.3739559054374695,0.4154594838619232,0.3739559054374695,0,0,0.3124497532844543,0,0.2700800597667694,0.1724385619163513,0.1588317453861236,0.081372320652008,0.1926735490560531,-0.0463845878839492,False,False,111,NN NNP NNP
obsess over host,over,1,3,5,1,0,114,3,0.6183102130889893,0.5892091989517212,0.7747493386268616,0.5892091989517212,1,0,0.2299246042966842,0,0.1336654275655746,0.1916948854923248,0.1826911568641662,0.1835109889507293,0.0640370398759841,-0.1361732631921768,False,False,101,VB IN NN
Heat Vision Listener,listener,2,3,2,2,2,114,8,0.437850683927536,0.3836017549037933,0.3772220611572265,0.3836017549037933,0,0,0.3297875523567199,0,0.2232466340065002,0.1024834513664245,0.1945492923259735,0.2963579893112182,0.0868350565433502,0.0139810657128691,False,False,101,NN NN NN
grpc sock addr make wildcards,make,1,5,4,3,2,101,14,0.7292992472648621,0.5849960446357727,0.559165894985199,0.5849960446357727,0,0,0.2683188617229461,1,0.1895074844360351,-0.0448460318148136,-0.0227016285061836,0.2691963315010071,0.0686236545443534,0.0138619039207696,False,False,107,NNP NN NN VBP NNS
sorts less,sorts,0,2,4,0,2,115,9,0.545799732208252,0.5360285043716431,0.5396140217781067,0.5360285043716431,0,0,0.2388762682676315,0,0.2608726918697357,0.0,0.0,0.0423141531646251,0.0,-0.1529941856861114,False,True,116,VBZ JJR
average In Bucket Used Slot Count,average,0,6,1,0,3,101,4,0.5167126059532166,0.4564255177974701,0.5104897618293762,0.4564255177974701,0,0,0.1594309359788894,0,0.1664289534091949,0.1139816269278526,0.1795509755611419,0.0061033437959849,0.1159072741866111,-0.0452323481440544,False,False,103,JJ IN NNP NNP NNP NNP
k 8,k,0,2,5,0,3,107,8,-0.1119229197502136,-0.0611654296517372,-0.106868103146553,-0.0611654296517372,0,0,0.0462406650185585,0,0.0465958267450332,0.0133310249075293,0.0276724770665168,0.4309567213058471,0.4264718890190124,0.9070910215377808,True,False,107,NN CD
Publish Response,publish,0,2,2,0,3,104,8,0.6323346495628357,0.4547216296195984,0.4445470571517944,0.4547216296195984,0,0,0.2286049127578735,1,0.2055493742227554,-0.0363447032868862,0.0389088094234466,-0.0118760792538523,-0.077145017683506,-0.010841473005712,False,False,115,VB NN
check Not Local,check,0,3,4,0,2,107,8,0.6741416454315186,0.5484638810157776,0.5637774467468262,0.5484638810157776,0,0,0.2597813010215759,1,0.2061729431152343,-0.1242352426052093,-0.1016933321952819,0.139358565211296,0.0554529950022697,0.0024870035704225,False,False,99,VB RB JJ
min Fresh Seconds,min,0,3,5,0,3,110,8,0.3194994628429413,0.2737525999546051,0.3255439102649688,0.2737525999546051,0,0,0.1815538257360458,0,0.1893104314804077,-0.0348695330321788,-0.0950390323996543,0.2159787863492965,0.1455821692943573,0.244521290063858,False,False,105,NNP NNP NNPS
Write Context,context,2,2,2,1,2,116,8,0.5438388586044312,0.5436263680458069,0.5416955351829529,0.5436263680458069,0,0,0.389501690864563,0,0.3482815027236938,-0.03397087007761,0.0194306559860706,0.3116038739681244,0.140186607837677,-0.0857295021414756,False,False,120,VB NNP
Apply Rewriter,apply,0,2,2,0,2,121,14,0.7099228501319885,0.5655595064163208,0.559162437915802,0.5655595064163208,0,0,0.3166651129722595,1,0.2628644108772278,-0.1943811178207397,-0.2066055536270141,0.0759636536240577,0.0332783944904804,-0.0377763547003269,False,False,108,VB NN
set Custom Uniform 1 f,1,1,5,4,3,2,49,1,-0.1175634488463401,-0.0854693725705146,-0.0718195587396621,-0.0854693725705146,0,0,0.01401346642524,0,0.0179021935909986,0.0,0.0,0.2179060727357864,0.0,0.7723382711410522,True,False,49,VB NN NNP CD IN
in Eclipse Compiler,in,0,3,1,0,3,110,3,0.5783349275588989,0.6252052187919617,0.8061505556106567,0.6252052187919617,1,0,0.2223414927721023,1,0.1933256983757019,-0.0251032821834087,0.0142240058630704,0.2571867406368255,0.1382534205913543,-0.084299586713314,False,False,105,IN NNP NNP
for num,for,0,2,4,0,0,114,3,0.6652923226356506,0.6487572193145752,0.7494576573371887,0.6487572193145752,1,0,0.2630895972251892,0,0.2184764295816421,0.2286411225795745,0.176849752664566,0.0205274354666471,0.0457207784056663,-0.1648605167865753,False,False,111,IN NN
that,that,0,1,3,0,3,116,3,0.6731860637664795,0.8252471089363098,0.6892030835151672,0.8252471089363098,0,1,0.2561093270778656,0,0.1926325857639312,0.2359793782234192,0.2536159157752991,0.2064602673053741,0.0752042159438133,-0.1599093228578567,False,True,97,DT
cb result,cb,0,2,3,0,2,98,8,0.0229372587054967,0.0215256232768297,0.0139596704393625,0.0215256232768297,0,0,0.1380902975797653,0,0.1020945012569427,0.5342132449150085,0.3407982289791107,0.5288583636283875,0.1839898079633712,0.6494613289833069,False,False,99,NN NN
xodtemplate expand host groups and hosts,groups,1,6,4,3,0,115,9,0.4841175675392151,0.4695306718349457,0.5133662819862366,0.4695306718349457,0,0,0.2493423819541931,0,0.2552369236946106,0.2773174047470093,0.1484983414411544,0.0245178584009408,0.0196963418275117,-0.0708198845386505,False,False,112,NN VBP NN NNS CC NNS
as C String,c,1,3,4,1,2,99,9,-0.095213882625103,-0.047060914337635,-0.0828895568847656,-0.047060914337635,0,0,0.0180561896413564,0,0.0205319505184888,-0.0386292114853858,-0.0179265532642602,0.551260232925415,0.4815499782562256,0.8849775195121765,False,False,99,IN NNP NNP
last Update Time,last,0,3,1,0,3,116,4,0.6068373322486877,0.626768171787262,0.6532617807388306,0.626768171787262,0,1,0.285684585571289,1,0.2330861687660217,-0.1191553175449371,-0.0588632859289646,0.1275923997163772,0.0313687659800052,-0.1062425374984741,False,False,115,JJ NNP NNP
cb service in host group each host,each,1,7,4,5,0,104,2,0.5552229285240173,0.5932288765907288,0.6428994536399841,0.5932288765907288,0,1,0.2296040803194046,0,0.2347059249877929,0.0272859875112772,0.0639116466045379,0.0957573801279068,0.0566452890634536,-0.0627560019493103,False,False,99,NN NN IN NN NN DT NN
extend by hexahedron,hexahedron,2,3,4,2,2,110,8,0.2522565424442291,0.1866467446088791,0.2251911461353302,0.1866467446088791,0,0,0.2857456803321838,0,0.3342866599559784,0.0,0.0,0.0,0.0,0.0372911766171455,False,False,111,VB IN NN
end for,end,0,2,3,0,0,100,8,0.6807202696800232,0.5922160148620605,0.6723397970199585,0.5922160148620605,0,0,0.3218148350715637,1,0.2545244991779327,-0.1527875363826751,-0.0982786267995834,0.1605400145053863,0.0001690214703558,-0.0852138176560401,False,True,110,NN IN
Env Vars Slave Info Display Name,env,0,6,2,0,3,118,8,0.2164914011955261,0.1536817252635955,0.1801232546567917,0.1536817252635955,0,0,0.1442116051912307,0,0.1292204856872558,0.1255899965763092,0.175534963607788,0.2392437607049942,0.1195583492517471,0.3688513338565826,False,False,110,NNP NNP NNP NNP NNP NNP
weechat guile api string input for buffer,for,1,7,4,5,0,114,3,0.6652923226356506,0.6487572193145752,0.7494576573371887,0.6487572193145752,1,0,0.2630895972251892,0,0.2184764295816421,0.2286411225795745,0.176849752664566,0.0205274354666471,0.0457207784056663,-0.1648605167865753,False,False,111,NN NN NN NN NN IN NN
this host group,host,1,3,3,1,0,116,8,0.569162130355835,0.4581477642059326,0.5236538052558899,0.4581477642059326,0,0,0.2763364315032959,0,0.2468457669019699,0.0738449394702911,0.1176685839891433,0.1601316332817077,0.0574178881943225,-0.1682509630918502,False,False,115,DT NN NN
Area Info Dialog t,area,0,4,2,0,0,97,8,0.5388336181640625,0.539190948009491,0.6002875566482544,0.539190948009491,0,0,0.1876606941223144,0,0.1517455726861953,0.1511706858873367,0.0803952291607856,0.2351232022047042,0.2263355553150177,-0.1250526160001754,False,False,101,NN NNP NNP NN
